record_id,source,source_id,title,year,doi,url,removal_type,removal_reason,review_group_id,retained_record_id
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11294211,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11294211,A Scalable DevOps Framework Using Kubernetes-Orchestrated Microservices for Cloud-Native Infrastructure,2025,10.1109/csitss67709.2025.11294211,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11294211,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0085,Scopus::2-s2.0-105031363910
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11382839,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11382839,"A Security-Constrained, Energy-Aware Hybrid ML Framework for Cloud Data Centers using Public Datasets",2025,10.1109/iceca66444.2025.11382839,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11382839,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0086,Scopus::2-s2.0-105034841992
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11326460,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11326460,A Serverless Quantization-as-a-Service Model to Run Compression Jobs for Edge Intelligence,2025,10.1109/iscc65549.2025.11326460,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11326460,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0087,Scopus::2-s2.0-105032740966
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11522673,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11522673,A Service-Integrated Web Framework Supporting Reliability Tracing in Smart Distribution Networks,2026,10.13052/jwe1540-9589.2541,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11522673,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0088,Scopus::2-s2.0-105041056977
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273401,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273401,A Survey of Energy Efficiency for Kubernetes Clusters,2025,10.1109/sita67914.2025.11273401,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273401,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0089,Scopus::2-s2.0-105030481850
arXiv::2508.05949,arXiv,2508.05949,A Survey on Task Scheduling in Carbon-Aware Container Orchestration,2025,,https://arxiv.org/abs/2508.05949,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0090,DBLP::journals/corr/abs-2508-05949
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9696850,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9696850,A Task Priority-based Resource Scheduling Algorithm for Container-based Clouds,2021,10.1109/icesit53460.2021.9696850,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9696850,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0091,Scopus::2-s2.0-85126528859
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11347406,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11347406,A Twin-Resource Dynamic Management Method for Automation Substation Training,2025,10.1109/icpics66386.2025.11347406,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11347406,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0092,Scopus::2-s2.0-105034481941
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10136948,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10136948,A containerized distributed processing platform for autonomous surface vehicles: preliminary results for marine litter detection,2023,10.1109/pdp59025.2023.00029,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10136948,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0093,Scopus::2-s2.0-85162190505
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11346190,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11346190,A literature review on Cloud-Devops synergy for scalable and reliable machine learning lifecycle management,2025,10.1109/icsss66939.2025.11346190,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11346190,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0094,Scopus::2-s2.0-105033150218
DBLP::conf/ict4s/JamesS19,DBLP,conf/ict4s/JamesS19,A Low Carbon Kubernetes Scheduler.,2019,,https://dblp.org/rec/conf/ict4s/JamesS19,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0095,Scopus::2-s2.0-85067802264
ACM Digital Library::10.1145/3625549.3658832,ACM Digital Library,10.1145/3625549.3658832,A runtime infrastructure for the Continuum of Computing,2024,10.1145/3625549.3658832,https://doi.org/10.1145/3625549.3658832,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0096,Scopus::2-s2.0-85204933556
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10001214,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10001214,AHP4HPA: An AHP-based Autoscaling Framework for Kubernetes Clusters at the Network Edge,2022,10.1109/globecom48099.2022.10001214,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10001214,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0098,Scopus::2-s2.0-85146934872
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295090,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295090,AI and Cloud Computing in Business Systems: A Hybrid Model for Enhancing Enterprise Resource Planning,2025,10.1109/csitss67709.2025.11295090,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295090,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0099,Scopus::2-s2.0-105031408536
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11320511,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11320511,AI for Sustainable Data Engineering: Optimizing Distributed Training Workloads with Cloud-Native Automation,2025,10.1109/isai-nlp66160.2025.11320511,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11320511,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0100,Scopus::2-s2.0-105032727344
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11568339,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11568339,AI-Augmented Chaos Testing: Toward Intelligent Resilience Engineering in Cloud-Native Systems (2025),2026,10.1109/icsedi66420.2026.11568339,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11568339,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0101,Scopus::2-s2.0-105044168024
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11465399,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11465399,AI-Driven Cross-Layer Optimization of Hybrid Optical-Wireless 5G Transport Systems,2026,10.1109/iatmsi68868.2026.11465399,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11465399,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0102,Scopus::2-s2.0-105037011260
Scopus::2-s2.0-105032836903,Scopus,2-s2.0-105032836903,AI-Driven Customer Retention System for Quick-Commerce Platforms: A Comparative Case of Blinkit and BigBasket,2025,10.1109/ictbig68706.2025.11323912,https://www.scopus.com/pages/publications/105032836903?origin=resultslist,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0103,IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11323912
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11252450,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11252450,AI-Driven Enterprise Architecture for Scalable Cloud Applications,2025,10.1109/icriset64803.2025.11252450,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11252450,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0104,Scopus::2-s2.0-105031411248
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11114000,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11114000,AI-Driven Predictive Auto-Scaling for Efficient Microservices Deployment in Cloud Data Centers using LSTM and Kubernetes HPA,2025,10.1109/icoeca66273.2025.00151,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11114000,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0105,Scopus::2-s2.0-105015482949
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11080631,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11080631,AI-Driven Self-Healing in Cloud-Native 6G Networks Through Dynamic Server Scaling,2025,10.1109/netsoft64993.2025.11080631,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11080631,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0106,Scopus::2-s2.0-105012574038
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11193894,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11193894,AI-Driven Zero-Touch Containerized Network Functions Optimization for 6G Networks Using Network Data Analytics Components,2025,10.1109/blackseacom65655.2025.11193894,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11193894,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0107,Scopus::2-s2.0-105021003419
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11484430,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11484430,Adaptive Cloud-Native Architectures for Scalable and Energy-Efficient Smart Manufacturing Systems,2026,10.1109/imed68921.2026.11484430,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11484430,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0108,Scopus::2-s2.0-105038320250
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10271208,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10271208,Adaptive Container Orchestration Mechanism on Electric Power Supercomputing Clouds,2023,10.1109/isceic59030.2023.10271208,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10271208,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0109,Scopus::2-s2.0-85175640720
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11153453,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11153453,Adaptive Energy Optimization in Cloud Computing Through Containerization,2025,10.1109/access.2025.3606932,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11153453,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0110,Scopus::2-s2.0-105015664936
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11483571,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11483571,Adaptive QoS-Aware Smart Grid Communication using Cloud-Native Deep Reinforcement Learning,2026,10.1109/iciics67880.2026.11483571,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11483571,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0111,Scopus::2-s2.0-105042793879
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11336962,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11336962,Adaptive Resource Management in Cloud-Native Databases: A Study of Autonomous Scaling and Query Optimization,2025,10.1109/icces67310.2025.11336962,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11336962,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0112,Scopus::2-s2.0-105033529330
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10736580,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10736580,Adaptive Security Framework for the Internet of Things: Improving Threat Detection and Energy Optimization in Distributed Environments,2024,10.1109/access.2024.3486983,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10736580,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0113,Scopus::2-s2.0-85209198932
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10423175,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10423175,Adaptive Task Scheduling in Digital Twin Empowered Cloud-Native Vehicular Networks,2024,10.1109/tvt.2024.3362841,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10423175,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0114,Scopus::2-s2.0-85184812593
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10724035,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10724035,Advancing of Microservices Architecture with Dockers,2024,10.1109/icccnt61001.2024.10724035,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10724035,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0115,Scopus::2-s2.0-85212876870
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10629097,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10629097,An AI-aware Orchestration Framework for Cloud-based LLM Workloads,2024,10.1109/edgecom62867.2024.00011,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10629097,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0116,Scopus::2-s2.0-85202434104
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8939853,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8939853,An Accelerated Edge Computing with a Container and Its Orchestration,2019,10.1109/ictc46691.2019.8939853,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8939853,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0117,Scopus::2-s2.0-85078252279
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9951842,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9951842,An Edge-based Architecture for Phasor Measurements in Smart Grids,2022,10.23919/aeit56783.2022.9951842,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9951842,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0118,Scopus::2-s2.0-85143628327
arXiv::2604.00080,arXiv,2604.00080,An Empirical Study on How Architectural Topology Affects Microservice Performance and Energy Usage,2026,,https://arxiv.org/abs/2604.00080,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0119,IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11641173
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10694555,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10694555,"An End-to-End Architecture for Smart Waste Management: Integrating Real-Time Data Processing, IoT, and Machine Learning",2024,10.1109/elmar62909.2024.10694555,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10694555,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0120,Scopus::2-s2.0-85207177735
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11603489,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11603489,An Experimental Evaluation of VPA and in-Place Resource Resizing in Kubernetes Under Dynamic Workloads,2026,10.1109/netsoft70012.2026.11603489,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11603489,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0121,Scopus::2-s2.0-105045816499
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10508742,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10508742,An Improved NSGAII for Integrated Container Scheduling Problems With Two Transshipment Routes,2024,10.1109/tits.2024.3388468,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10508742,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0122,Scopus::2-s2.0-85191886606
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11564646,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11564646,An Intelligent Reinforcement Learning Framework for Adaptive Resource Allocation in Multi-Tenant Cloud Systems,2026,10.1109/icima68728.2026.11564646,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11564646,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0123,Scopus::2-s2.0-105043766903
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11432463,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11432463,An Intelligent Zero-Touch Management and Orchestration in 6G: A Green Hierarchical Reinforcement Learning Approach,2025,10.1109/globecom59602.2025.11432463,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11432463,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0124,Scopus::2-s2.0-105036312134
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11582990,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11582990,An Ml-Enabled Reinforcement Learning Model for Efficient Cloud Load Balancing,2026,10.1109/icctwc68241.2026.11582990,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11582990,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0125,Scopus::2-s2.0-105045462782
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10325055,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10325055,An Orchestrator Framework for IoT-Based Disaster Prevention Simulation,2023,10.1109/sensors56945.2023.10325055,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10325055,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0126,Scopus::2-s2.0-85179758877
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10355623,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10355623,An RL-Based Model for Optimized Kubernetes Scheduling,2023,10.1109/icnp59255.2023.10355623,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10355623,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0127,Scopus::2-s2.0-85182517484
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11378705,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11378705,Architecting Resilient Global Network Infrastructure: Lessons from the Move Off Corp Modernization Program,2025,10.1109/punecon67554.2025.11378705,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11378705,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0128,Scopus::2-s2.0-105034681918
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10959783,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10959783,Architecting the future of Mobile Edge Computing for Web 3.0 services over 5G/6G networks,2024,10.1109/ihcsp63227.2024.10959783,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10959783,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0129,Scopus::2-s2.0-105004549615
Scopus::2-s2.0-105036339483,Scopus,2-s2.0-105036339483,Architectural Adaptability Adjustments and Elastic Scaling for Power Information Systems Migrating to the Cloud: Application of a Mixed-Integer Programming Algorithm,2025,10.1109/cespe68033.2025.00100,https://www.scopus.com/pages/publications/105036339483?origin=resultslist,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0130,IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11446814
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11582720,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11582720,Architectural Design and Key Technologies of Cross-Domain Heterogeneous Computing Power Resource Interconnection Platform,2026,10.1109/mita69365.2026.11582720,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11582720,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0131,Scopus::2-s2.0-105044840185
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11552109,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11552109,Architectural Design of a Power System Reliability Information Management System Based on a Control Cloud Platform,2026,10.1109/ceepe69795.2026.11552109,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11552109,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0132,Scopus::2-s2.0-105042711327
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11509413,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11509413,Architecture Design and Performance Optimization of Low-Code Platforms for Power Grid Operation Scenarios,2026,10.1109/peed69047.2026.00073,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11509413,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0133,Scopus::2-s2.0-105042120991
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9356959,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9356959,Architecture and deployment details of scalable Jupyter environment at Kurchatov Institute supercomputing centre,2020,10.1109/ivmem51402.2020.00017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9356959,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0134,Scopus::2-s2.0-85102318266
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329954,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329954,Athena: An Intelligent Multi-x Cloud Native Network Operator,2024,10.1109/jsac.2023.3336172,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329954,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0135,Scopus::2-s2.0-85179065647
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11103308,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11103308,Automatic Expansion and Contraction of Trapping Resources Based on Electric Power Environment,2025,10.1109/iccea65460.2025.11103308,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11103308,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0136,Scopus::2-s2.0-105014935331
Scopus::2-s2.0-105045683640,Scopus,2-s2.0-105045683640,AutoML Driven Cloud Virtualization Orchestration for Scalable Government Service Delivery,2026,10.1109/icadcs70036.2026.11583705,https://www.scopus.com/pages/publications/105045683640?origin=resultslist,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0137,IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11583705
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11169880,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11169880,"Autonomous Water Quality Monitoring: Integrating UWB Ad-Hoc Networks, Sensor Calibration, and Kubernetes Cloud Architecture",2025,10.1109/icufn65838.2025.11169880,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11169880,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0138,Scopus::2-s2.0-105018737226
ACM Digital Library::10.1145/3642975.3678965,ACM Digital Library,10.1145/3642975.3678965,Balancing Energy Efficiency and Infrastructure Knowledge in Cloud-to-Edge Task Distribution Systems,2024,10.1145/3642975.3678965,https://doi.org/10.1145/3642975.3678965,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0139,Scopus::2-s2.0-85201700912
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11457198,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11457198,Benchmarking Co-Simulation Orchestration Engines for Integrated Energy Systems: A Comparative Study of Mosaik and HELICS,2026,10.1109/osmses69376.2026.11457198,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11457198,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0140,Scopus::2-s2.0-105036844232
DBLP::conf/ccnc/KaiserATK25,DBLP,conf/ccnc/KaiserATK25,Benchmarking Container Orchestrations for ARM-Powered Edge Computing.,2025,10.1109/ccnc54725.2025.10976159,https://dblp.org/rec/conf/ccnc/KaiserATK25,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0141,IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10976159
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10522382,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10522382,"Beyond Containers: Orchestrating Microservices with Minikube, Kubernetes, Docker, and Compose for Seamless Deployment and Scalability",2024,10.1109/icrito61523.2024.10522382,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10522382,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0142,Scopus::2-s2.0-85193839902
ACM Digital Library::10.1145/3801488.3806249,ACM Digital Library,10.1145/3801488.3806249,CAPE's Composable Server Infrastructure for the Edge-Cloud Continuum: Invited Paper,2026,10.1145/3801488.3806249,https://doi.org/10.1145/3801488.3806249,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0143,Scopus::2-s2.0-105045258475
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11495186,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11495186,CARS: Container-Aware Resource Scheduling in Heterogeneous Fog Computing based on DRL,2026,10.1109/ojcoms.2026.3688021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11495186,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0144,Scopus::2-s2.0-105038709804
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11627381,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11627381,COSMOS-R2: Artificial Intelligence–Driven Risk-Bounded Carbon-Constrained Autonomous Cloud Scaling via CMDP Control,2026,10.1109/cloudsummit68932.2026.00015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11627381,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0145,Scopus::2-s2.0-105047282296
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11508034,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11508034,Carbon Aware Container Scheduler,2026,10.1109/i3ctcon68242.2026.11508034,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11508034,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0146,Scopus::2-s2.0-105041681362
